HEAD	id	access_class	last_access	read_security_id	write_security_id	object_name	access_class_context	owner	longitude	latitude	tag0	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	payload
DATA	13581	CO_US_Place	1/2/70 0:00	0	0	Recovery By Candlelight	NULL	NULL	-92.4612071	44.0241319		20 1st Avenue Northeast		Rochester		MN	55906	US	7	21:00:00	NULL
DATA	13582	CO_US_Place	1/2/70 0:00	0	0	Le Meeting du village	NULL	NULL	-73.5621568	45.5241923	Local 130	2075 Rue Plessis	Ville-Marie	Montréal	Montréal	QC	H2L 2Y4	Canada	1	14:00:00	NULL
DATA	13583	CO_US_Place	1/2/70 0:00	0	0	Getting R.E.A.L. Group	NULL	NULL	-81.7831674	32.4487876	Little Red House	139 E. Parrish Street		Statesboro		GA	30458	US	6	18:30:00	NULL
DATA	13584	CO_US_Place	1/2/70 0:00	0	0	Viens te rétablir	NULL	NULL	-71.9632345	46.0638928	Café Chrétien	100 Rue Saint-Paul		Victoriaville	Estrie	QC	G6P 9C8	Canada	1	18:00:00	NULL
DATA	13585	CO_US_Place	1/2/70 0:00	0	0	Mens & Womens Step Writing Group	NULL	NULL	-73.5735175	45.4845836		525 Rue Dominion	Sud-Ouest	Montréal	Montréal	QC	H3J 2B4	Canada	1	18:30:00	NULL
DATA	13586	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Candlelight	NULL	NULL	-93.2349213	45.2142214	Blaine Central Alano	13536 Hwy 65 Northeast		Ham Lake		MN	55304	US	7	21:30:00	NULL
DATA	13587	CO_US_Place	1/2/70 0:00	0	0	NA Candlelight Meeting	NULL	NULL	-94.4623943	43.6540814	Alano Building	214 Downtown Plaza		Fairmont		MN	56031	US	7	21:30:00	NULL
DATA	13588	CO_US_Place	1/2/70 0:00	0	0	Nouvel Espoir	NULL	NULL	-72.72309506	45.398621	Église United	101 Rue Principale		Granby	Cantons-de-l\'Est	QC	J2G 2V2	Canada	1	19:00:00	NULL
DATA	13589	CO_US_Place	1/2/70 0:00	0	0	In Fokus	NULL	NULL	-73.5781452	45.5180684	Maison Amitié	120 Duluth Avenue East	Le Plateau-Mont-Royal	Montréal	Montréal	QC	H2W 1H1	Canada	1	19:00:00	NULL
DATA	13590	CO_US_Place	1/2/70 0:00	0	0	Un Nouveau jour	NULL	NULL	-72.549878	46.351176		1322 rue Sainte-Julie		Trois-Rivières	Mauricie	QC	G9A 1Y6	Canada	1	19:00:00	NULL
DATA	13591	CO_US_Place	1/2/70 0:00	0	0	Getting Off Group	NULL	NULL	-83.3898381	33.9610816	Sparrows Nest	745 Prince Avenue		Athens		GA	30606	US	6	18:30:00	NULL
DATA	13592	CO_US_Place	1/2/70 0:00	0	0	Clean and Crazy	NULL	NULL	-85.7657957	31.3111453		Dale County 1		Level Plains		AL		US	3	18:30:00	NULL
DATA	13593	CO_US_Place	1/2/70 0:00	0	0	Candlelight Meeting	NULL	NULL	-95.850027	46.818182	Alano Club	827 Summit Avenue		Detroit Lakes		MN	56501	US	7	22:00:00	NULL
DATA	13594	CO_US_Place	1/2/70 0:00	0	0	NA After Dark	NULL	NULL	-96.7927229	46.8734113	Our Savior\'s Lutheran Church	610 13th Street North		Moorhead		MN	56560	US	7	22:00:00	NULL
DATA	13595	CO_US_Place	1/2/70 0:00	0	0	Late Night with NA	NULL	NULL	-93.2882748	44.9168911	Knox Presbyterian Church	4747 Lyndale Avenue South		Minneapolis		MN	55419	US	7	22:00:00	NULL
DATA	13596	CO_US_Place	1/2/70 0:00	0	0	409 Group	NULL	NULL	-84.971607	34.763531	Christ the King Lutheran Church	623 South Thornton Ave		Dalton		GA	30720	US	6	18:30:00	NULL
DATA	13597	CO_US_Place	1/2/70 0:00	0	0	The End of the Rainbow	NULL	NULL	-157.844514	21.30333	First Baptist Church of Honolulu	1313 Pensacola Street		Honolulu		HI	96814	US	1	19:30:00	NULL
DATA	13598	CO_US_Place	1/2/70 0:00	0	0	Kicking it Clean Group	NULL	NULL	-81.1747498	32.0371137	Christ Church	2020 Bull St.		Savannah		GA	31405	US	6	18:30:00	NULL
DATA	13599	CO_US_Place	1/2/70 0:00	0	0	Trust Us	NULL	NULL	-80.1569055	26.1717024	Serenity By The Sea	3561 NW 9th Ave		Oakland Park		Florida	33309	US	6	18:45:00	NULL
DATA	13600	CO_US_Place	1/2/70 0:00	0	0	The One Promise	NULL	NULL	-73.057029	41.224161	St. Peter\'s Episcopal Church	71 River Street		Milford		CT	6460	US	7	8:30:00	NULL
DATA	13601	CO_US_Place	1/2/70 0:00	0	0	How and Why	NULL	NULL	-97.06853485	32.94807439		861 Wildwood		Grapevine		Texas	76051	US	3	19:00:00	NULL
DATA	13602	CO_US_Place	1/2/70 0:00	0	0	Tuesday Night Live	NULL	NULL	-74.18793	40.74432	Bethany Baptist Church	275 W. Market St.		Newark	Essex	NJ	7103	US	3	19:00:00	NULL
DATA	13603	CO_US_Place	1/2/70 0:00	0	0	Principles Before Personalities	NULL	NULL	-74.4174	40.61668	Grace Episcopal Church	600 Cleveland Avenue		Plainfield	Union	NJ	7060	US	6	19:30:00	NULL
DATA	13604	CO_US_Place	1/2/70 0:00	0	0	This is the Truth	NULL	NULL	-80.19286752	27.1413497		5150 SE Railway Ave		Stuart		Florida		US	5	20:30:00	NULL
DATA	13605	CO_US_Place	1/2/70 0:00	0	0	Never Too Late	NULL	NULL	-80.1115596	26.6656545	The Miracles Club	770 S Military Trail Suite K		West Palm Beach		FL	33415	US	5	20:30:00	NULL
DATA	13606	CO_US_Place	1/2/70 0:00	0	0	Lake City Freedom	NULL	NULL	-93.2185915	30.1883186		3825 Ryan St		Lake Charles		Louisiana	70601	United States	4	20:00:00	NULL
DATA	13607	CO_US_Place	1/2/70 0:00	0	0	Agape	NULL	NULL	-93.2185758	30.1888158		3809 Ryan St.		Lake Charles		Louisiana	70605	United States	4	20:00:00	NULL
DATA	13608	CO_Place	1/2/70 0:00	0	0	Providence	NULL	NULL	-91.8216811	30.0080265	First United Methodist Church	119 Jefferson St.		New Iberia		Louisiana	70560	United States	4	20:00:00	NULL
DATA	13609	CO_Place	1/2/70 0:00	0	0	Wednesday Night Literature Study	NULL	NULL	-90.0707631	29.9587227	Saint Jude Church Fellowship Hall	410 Basin St.		New Orleans		Louisiana	70112	United States	4	20:00:00	NULL
DATA	13610	CO_Place	1/2/70 0:00	0	0	Real Time	NULL	NULL	-91.4359103	30.7008009		807 New Roads St.		New Roads		Louisiana	70760	United States	4	20:00:00	NULL
DATA	13611	CO_US_Place	1/2/70 0:00	0	0	12 Tradition	NULL	NULL	-93.7391166	32.5026171	Brentwood Hospital Gym	1006 Highland Ave.		Shreveport		Louisiana	71101	United States	4	20:00:00	NULL
DATA	13612	CO_US_Place	1/2/70 0:00	0	0	Miracles Happen Group	NULL	NULL	-101.854676	33.568843		1615 28th ST		Lubbock		TX	79411	US	4	20:00:00	NULL
DATA	13613	CO_US_Place	1/2/70 0:00	0	0	Ada NA	NULL	NULL	-96.6786399	34.809192	Reaper Baptist Church	3301 N Broadway		Ada	Pontotoc	OK	74820	US	4	20:00:00	NULL
DATA	13614	CO_US_Place	1/2/70 0:00	0	0	New Life	NULL	NULL	-94.0654886	30.0983933		300 West Freeway Blvd. South		Rose City		TX		US	4	20:00:00	NULL
DATA	13615	CO_US_Place	1/2/70 0:00	0	0	New Freedom	NULL	NULL	-95.540721	33.657853		1428 Clarksville		Paris		Texas	75460	US	4	20:00:00	NULL
DATA	13616	CO_US_Place	1/2/70 0:00	0	0	Kiamichi Area	NULL	NULL	-95.5170397	34.000859	Washington Community Center	400 W. Central		Hugo		Oklahoma		US	4	20:00:00	NULL
DATA	13617	CO_US_Place	1/2/70 0:00	0	0	Farsi / persischsprachig	NULL	NULL	16.3860313	48.2161736	2. Stock	Nepomukgasse 1		Wien	Österreich	Wien	1020	Österreich	4	19:30:00	NULL
DATA	13618	CO_US_Place	1/2/70 0:00	0	0	12 Traditions Study	NULL	NULL	-115.758802	40.831929		680 River Street		Elko		Nevada	89801	US	7	15:00:00	NULL
DATA	13619	CO_US_Place	1/2/70 0:00	0	0	Fridays on Foster	NULL	NULL	-80.150588	25.992434	Friendship Baptist Church	620 NW 2nd Ave		Hallandale		FL		US	6	19:00:00	NULL
DATA	13620	CO_US_Place	1/2/70 0:00	0	0	What Do You Want To Do About Your Problem	NULL	NULL	-118.7968091	39.473013		141 Industrial Way		Fallon		Nevada	89406	US	7	16:00:00	NULL
DATA	13621	CO_US_Place	1/2/70 0:00	0	0	Clean Conchs	NULL	NULL	-80.5223114	25.00608	Mariners Hospital	91500 Overseas Hwy.		Tavernier		FL		US	6	19:00:00	NULL
DATA	13622	CO_US_Place	1/2/70 0:00	0	0	Toujours de l\'avant	NULL	NULL	-75.4156342	45.5883074	Église  Our Lady of Victory Parish	490 rue Charles	Buckingham	Gatineau	Outaouais	Québec	J8L 2K4	Canada	1	19:30:00	NULL
DATA	13623	CO_US_Place	1/2/70 0:00	0	0	Womens Gratitude Speaks	NULL	NULL	-80.2320959	25.8237804	Family Health Center	5361 NW 22nd Avenue		Miami		FL		US	6	19:00:00	NULL
DATA	13624	CO_US_Place	1/2/70 0:00	0	0	New Connections	NULL	NULL	-80.201561	26.336037	Boca Pines Club Sandalfoot Plaza	9910 Sandalfoot Blvd.		Boca Raton		FL		US	6	19:00:00	NULL
DATA	13625	CO_US_Place	1/2/70 0:00	0	0	Living Miracles	NULL	NULL	-80.092834	26.345886	Church on the Hill Congregational Church of Boca	251 SW 4th ave		Boca Raton		FL	33432	US	6	19:00:00	NULL
DATA	13626	CO_US_Place	1/2/70 0:00	0	0	We\'re Still Here Group	NULL	NULL	-81.777039	26.336096	United Methodist Church	27690 Shriver Ave.		Bonita Springs		FL		US	6	19:00:00	NULL
DATA	13627	CO_US_Place	1/2/70 0:00	0	0	Living Recovery	NULL	NULL	-94.794893	32.507511		3713 W. Marshall Ave.		Longview		Texas	75604	US	4	20:00:00	NULL
DATA	13628	CO_US_Place	1/2/70 0:00	0	0	New Beginnings	NULL	NULL	-93.9949253	33.4575991		#53 Airport Dr.		Texarkana		Ar	71854	US	4	20:00:00	NULL
DATA	13629	CO_US_Place	1/2/70 0:00	0	0	Courage to Change	NULL	NULL	-75.9048018	43.9722634	Holy Family School	1 Sterling Place		Watertown	Jefferson County	NY	13601	US	4	19:00:00	NULL
DATA	13630	CO_US_Place	1/2/70 0:00	0	0	Out of the Text Group	NULL	NULL	-73.701776	42.72483		1401 First Avenue		Watervliet	Albany	NY		US	4	19:30:00	NULL
DATA	13631	CO_US_Place	1/2/70 0:00	0	0	Kind of a Big Deal	NULL	NULL	-77.2856194	41.7234177		Harbor Annex/Route 287		Wellsboro	Tioga County	PA	16901	US	4	20:00:00	NULL
DATA	13632	CO_US_Place	1/2/70 0:00	0	0	We Are Responsible	NULL	NULL	-78.7566097	42.8533195		1345 Indian Church Rd		West Seneca	Erie County	NY	14224	US	4	19:30:00	NULL
DATA	13633	CO_US_Place	1/2/70 0:00	0	0	The Right Step	NULL	NULL	-73.897888	40.930361	Y.W.C.A.	87 South Broadway		Yonkers	Westchester	NY	10710	US	4	19:00:00	NULL
DATA	13634	CO_Place	1/2/70 0:00	0	0	Moment of Clarity Group	NULL	NULL	-73.7541947	42.6588698		58 Alexander St. (Elizabeth St. side door)		Albany	Albany	NY	12202	US	5	13:00:00	NULL
DATA	13635	CO_US_Place	1/2/70 0:00	0	0	New Attitudes	NULL	NULL	-94.0046962	30.9079013		325 W. Gibson Street		Jasper		Texas		US	4	20:00:00	NULL
DATA	13636	CO_US_Place	1/2/70 0:00	0	0	Ft Worth 24 Hr	NULL	NULL	-97.3019463	32.773379		3127 Race St		Ft Worth		Texas	76111	US	4	20:00:00	NULL
DATA	13637	CO_US_Place	1/2/70 0:00	0	0	NA East Group	NULL	NULL	-97.22125983	32.75918308		6465 E Rosedale		Fort Worth		Texas	76112	US	4	20:00:00	NULL
DATA	13638	CO_US_Place	1/2/70 0:00	0	0	New Foundation	NULL	NULL	-91.2090919	29.6949621		613 1st St		Morgan City		Louisiana	70380	US	4	20:00:00	NULL
DATA	13639	CO_US_Place	1/2/70 0:00	0	0	Gift of Desperation Group	NULL	NULL	-73.7570161	42.6398252	Public School One	73 Bassett St		Albany	Albany	NY		US	5	19:00:00	NULL
DATA	13640	CO_US_Place	1/2/70 0:00	0	0	Lil Girls Grow Up (Women)	NULL	NULL	-73.7673451	42.6646063		513 Clinton Avenue		Albany	Albany	NY		US	5	18:00:00	NULL
DATA	13641	CO_US_Place	1/2/70 0:00	0	0	First Things First	NULL	NULL	-73.749741	42.657804	Mt. Olive Baptist Church	236 North Pearl Street		Albany	Albany	NY		US	5	7:30:00	NULL
DATA	13642	CO_US_Place	1/2/70 0:00	0	0	A New Hope	NULL	NULL	-97.7496909	28.4049979	First United Methodist Church	106 E. Cleveland		Beeville		TX	78102	US	4	20:00:00	NULL
DATA	13643	CO_US_Place	1/2/70 0:00	0	0	Living The Program Group	NULL	NULL	-73.8102621	42.6722778	New Covenant Presbyterian Church	916 Western Ave		Albany	Albany	NY		US	5	18:00:00	NULL
DATA	13644	CO_US_Place	1/2/70 0:00	0	0	All Are Welcome Group	NULL	NULL	-73.7655537	42.653269	Gay Community Center	332 Hudson		Albany	Albany	NY		US	5	19:30:00	NULL
DATA	13645	CO_US_Place	1/2/70 0:00	0	0	Amagansett Living Room	NULL	NULL	-72.1372449	40.977071	First Presbeterian curch	350 Main Street		Amagansett	Suffolk	NY	11930	US	5	17:30:00	NULL
DATA	13646	CO_US_Place	1/2/70 0:00	0	0	"Happy, Joyous and Free"	NULL	NULL	-78.717915	42.968764		6320 Main St		Amherst	Erie County	NY	14221	US	5	19:30:00	NULL
DATA	13647	CO_Place	1/2/70 0:00	0	0	We Do Recover	NULL	NULL	-73.418695	40.704389	Hollywood Baptist Church	3504 Great Neck Rd		Amityville	Suffolk	NY	11701	US	5	19:30:00	NULL
DATA	13648	CO_Place	1/2/70 0:00	0	0	Open Arms	NULL	NULL	-74.179281	42.930937		303 east main st		Amsterdam	Montgomery	NY	12020	US	5	18:00:00	NULL
DATA	13649	CO_US_Place	1/2/70 0:00	0	0	123 Recoveries	NULL	NULL	-79.0364446	42.6547323		960 Gold St		Angola	Erie County	NY	14006	US	5	20:00:00	NULL
DATA	13650	CO_Place	1/2/70 0:00	0	0	Ties That Bind Us Together	NULL	NULL	-76.566373	42.923231	United Methodist Church	99 South St		Auburn	Cayuga County	NY	13021	US	5	18:30:00	NULL
DATA	13651	CO_US_Place	1/2/70 0:00	0	0	Reclaiming Life	NULL	NULL	-78.169287	42.996187		529 E. Main St		Batavia	Genesee County	NY	14020	US	5	19:30:00	NULL
DATA	13652	CO_US_Place	1/2/70 0:00	0	0	Golden Links	NULL	NULL	-77.280002	42.370866	Ira Davenport Hospital	7571 New York 54		Bath	Steuben County	NY	14810	US	5	19:00:00	NULL
DATA	13653	CO_US_Place	1/2/70 0:00	0	0	A Gift Of Life	NULL	NULL	-73.24518442	40.72359991	Penataquit Methodist Church	107 East Main St		Bay Shore	Suffolk	NY	11706	US	5	21:00:00	NULL
DATA	13654	CO_US_Place	1/2/70 0:00	0	0	By the Book	NULL	NULL	-73.9803619	41.5064111		1113 Wolcott Avenue		Beacon	Dutchess	NY		US	5	19:30:00	NULL
DATA	13655	CO_US_Place	1/2/70 0:00	0	0	Just For Today	NULL	NULL	-72.935813	40.760036	Bellport Methodist Church	185 South Country Rd		Bellport	Suffolk	NY	11713	US	5	19:30:00	NULL
DATA	13656	CO_US_Place	1/2/70 0:00	0	0	Living the Miracle	NULL	NULL	-75.9194981	42.0995095	Trinity Memorial Church	44 Main St.		Binghamton	Broome County	NY	13905	US	5	12:00:00	NULL
DATA	13657	CO_Place	1/2/70 0:00	0	0	True Recovery	NULL	NULL	-73.103595	40.770848	True North Church	1101 Lakeland Ave		Bohemia	Suffolk	NY	11716	US	5	19:00:00	NULL
DATA	13658	CO_US_Place	1/2/70 0:00	0	0	Alive Again	NULL	NULL	-73.26691568	40.78303953	New Jerusalem Bapt. Church	37 MacArthur Ave		Brentwood	Suffolk	NY	11717	US	5	19:30:00	NULL
DATA	13659	CO_US_Place	1/2/70 0:00	0	0	Footscray Sunday Steps Meeting (with gtuest speaker)	NULL	NULL	144.894197	-37.79840785	St Andrew\'s Uniting Church	"cnr Geelong Rd & Barkly St Melways  (42,B4)"	Footscray	Melbourne		VIC	3011	AU	1	18:00:00	NULL
DATA	13660	CO_US_Place	1/2/70 0:00	0	0	Got Recovery	NULL	NULL	-80.090363	26.471123	Crossroads Club	1700 Lake Ida Rd.		Delray Beach		FL		US	6	19:00:00	NULL
DATA	13661	CO_US_Place	1/2/70 0:00	0	0	Sunday Frankston Nth	NULL	NULL	145.1479843	-38.12275824	Mahogany Neighbourhood Centre	26 Mahogany Ave		Frankston Nth		VIC	3200	AU	1	10:30:00	NULL
DATA	13662	CO_US_Place	1/2/70 0:00	0	0	NA @ the Bay	NULL	NULL	138.5151765	-34.98053761	Saint Andrews by the Sea	92 Jetty Rd	Glenelg	Adelaide		SA	5045	AU	1	18:00:00	NULL
DATA	13663	CO_US_Place	1/2/70 0:00	0	0	"I Can\'t, We Can"	NULL	NULL	-85.2204629	42.3045025	Alano Club	1125 W. Territorial		Battle Creek		Michigan		US	4	20:00:00	NULL
DATA	13664	CO_US_Place	1/2/70 0:00	0	0	Serenity at Seven	NULL	NULL	-80.15239	26.1033556	Sunshine Cathedral	1480 SW 9th Ave.		Fort Lauderdale		FL	33315	US	6	19:00:00	NULL
DATA	13665	CO_US_Place	1/2/70 0:00	0	0	Back to Brockport	NULL	NULL	-77.938247	43.2142346		14 State St.		Brockport	Monroe County	NY	14420	US	5	19:30:00	NULL
DATA	13666	CO_US_Place	1/2/70 0:00	0	0	Sto jourd\'hui	NULL	NULL	-71.3631055	46.9992456	À la grange du presbytère	117 1ère Avenue		Stoneham-et-Tewkesbury	Capitale-Nationale	Québec	G3C 0M2	Canada	1	19:30:00	NULL
DATA	13667	CO_US_Place	1/2/70 0:00	0	0	Dare To Win Group	NULL	NULL	-81.8884574	26.5588888	Freedom Clubhouse	6313 Corporate Ct. Suite 140		Fort Myers		Florida	33919	US	6	19:00:00	NULL
DATA	13668	CO_US_Place	1/2/70 0:00	0	0	Choices	NULL	NULL	-86.0110529	41.9115865	United Presbyterian Church	209 E. State St.		Cassopolis		MI		US	4	20:00:00	NULL
DATA	13669	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Women\'s Meeting	NULL	NULL	-119.7701246	39.1650141		213 North Minnesota Street		Carson City		Nevada	89703	US	7	17:45:00	NULL
DATA	13670	CO_US_Place	1/2/70 0:00	0	0	Équinoxe	NULL	NULL	-71.8926887	45.4030714	Cathédrale Saint-Michel	97 Rue Ozias Leduc		Sherbrooke	Estrie	QC	J1H 1M7	Canada	1	19:30:00	NULL
DATA	13671	CO_US_Place	1/2/70 0:00	0	0	Vers le rétablissement	NULL	NULL	-73.5689173	45.5311854	Église Immaculée-Conception	1855 Rue Rachel Est	Le Plateau-Mont-Royal	Montréal	Montréal	QC	H2H 1P5	Canada	1	19:30:00	NULL
DATA	13672	CO_US_Place	1/2/70 0:00	0	0	Do or Die Group	NULL	NULL	-76.304694	40.039335	First Reformed Church	40 East Orange Street		Lancaster		PA	17602-2847	US	3	19:45:00	NULL
DATA	13673	CO_US_Place	1/2/70 0:00	0	0	A Structure at the Park	NULL	NULL	-73.850701	40.84945	Our Saviour Lutheran School	1734 Williamsbridge Rd	Bronx	New York	Bronx	NY	10461	US	5	19:00:00	NULL
DATA	13674	CO_US_Place	1/2/70 0:00	0	0	Men In Recovery Today	NULL	NULL	-73.902771	40.819077	El Rio	809 Westchester Ave	Bronx	New York	Bronx	NY	10455	US	5	18:00:00	NULL
DATA	13675	CO_US_Place	1/2/70 0:00	0	0	NA Freedom Group	NULL	NULL	-117.23108	38.0684772	Whitney\'s Bookshelf	130 S Main Street		Tonopah		Nevada	89049	US	7	18:00:00	NULL
DATA	13676	CO_US_Place	1/2/70 0:00	0	0	Saturday Night Special	NULL	NULL	-119.5540202	39.3063075	Mark Twain Community Center	500 San Clemens Avenue		Dayton		Nevada	89403	US	7	18:00:00	NULL
DATA	13677	CO_US_Place	1/2/70 0:00	0	0	Just For Today	NULL	NULL	-80.221889	25.851359	Sellers Memorial Church UMC	8350 NW 14th Avenue		Miami		FL		US	6	19:00:00	NULL
DATA	13678	CO_US_Place	1/2/70 0:00	0	0	Emergency Room	NULL	NULL	-82.4516397	28.0564384	The New Meeting Place	"11900 N. Nebraska Ave., Ste. 8"		Tampa		FL	33612	US	1	22:00:00	NULL
DATA	13679	CO_US_Place	1/2/70 0:00	0	0	Progressive Recovery Group	NULL	NULL	-86.280362	30.378617	The Camel Club	249 E. Hewitt Rd		Santa Rosa Beach (E. of Destin)		FL	32459	US	3	19:00:00	NULL
DATA	13680	CO_US_Place	1/2/70 0:00	0	0	Open Minds And Miracles	NULL	NULL	-87.01514125	34.60251693		406 Pine Ave		Decatur		AL		US	3	19:00:00	NULL
DATA	13681	CO_US_Place	1/2/70 0:00	0	0	Nouvelle vie	NULL	NULL	-73.604592	45.578717	Chalet du Parc	4550 Compiègne	Saint-Léonard	Montréal	Montréal	QC	H1R 2X4	Canada	1	19:30:00	NULL
DATA	13682	CO_US_Place	1/2/70 0:00	0	0	"Reviens, ça marche!"	NULL	NULL	-73.5405424	45.5430214		1487 rue Aylwin	Le Plateau-Mont-Royal	Montréal	Montréal	QC	H1W 3B6	Canada	1	19:30:00	NULL
DATA	13683	CO_US_Place	1/2/70 0:00	0	0	No U Turns	NULL	NULL	-80.2431716	25.8311717	Union Grove Missionary Baptist Church	2901 NW 62nd Street		Miami		FL		US	6	19:00:00	NULL
DATA	13684	CO_US_Place	1/2/70 0:00	0	0	Welcome Home Group	NULL	NULL	-85.7164156	32.145345		217 Prairie St N		Union Springs		AL	36089	US	3	19:00:00	NULL
DATA	13685	CO_US_Place	1/2/70 0:00	0	0	Better Late Than Never	NULL	NULL	-95.50305927	30.31256082		2030 FM 2854		Conroe		TX	77304	US	4	12:00:00	NULL
DATA	13686	CO_US_Place	1/2/70 0:00	0	0	Spiritual Principles	NULL	NULL	-87.5005247	33.2397603		2400 Main Street NE		Tuscaloosa		AL		US	3	19:00:00	NULL
DATA	13687	CO_US_Place	1/2/70 0:00	0	0	Point of Freedom	NULL	NULL	-97.027446	32.744972		1718 Dalworth		Grand Prairie		Texas	75050	US	1	17:30:00	NULL
DATA	13688	CO_US_Place	1/2/70 0:00	0	0	Back to the World	NULL	NULL	-115.1356052	36.1745843	US Vets Building	525 E. Bonanza Blvd.		Las Vegas	Clark County	NV	89101	US	4	20:00:00	NULL
DATA	13689	CO_US_Place	1/2/70 0:00	0	0	Circle of Hope	NULL	NULL	-113.533549	37.103729	Slick Rock Park	2395 E. Riverside Dr.		St. George	Washington County	UT	84790	US	4	20:00:00	NULL
DATA	13690	CO_US_Place	1/2/70 0:00	0	0	Living Clean at Cedar City	NULL	NULL	-113.0769364	37.6561875	Keep Coming Back Meeting Hall	1067 S. Main St.		Cedar City	Iron County	UT	84720	US	4	20:00:00	NULL
DATA	13691	CO_US_Place	1/2/70 0:00	0	0	Stay Clean or Die	NULL	NULL	-119.770437	39.58948	1st Baptist Church	525 East 4th Street		Sun Valley		Nevada	89433	US	7	17:30:00	NULL
DATA	13692	CO_US_Place	1/2/70 0:00	0	0	Mesquite	NULL	NULL	-114.0672248	36.8068013		150 N. Yucca		Mesquite	Clark County	NV	89027	US	4	20:00:00	NULL
DATA	13693	CO_US_Place	1/2/70 0:00	0	0	Anonymous Meeting	NULL	NULL	-120.469609	39.804557	United Methodist Church	396 2nd Avenue		Portola		California	96122	US	7	19:00:00	NULL
DATA	13694	CO_US_Place	1/2/70 0:00	0	0	Recovery First Group	NULL	NULL	-95.68691	39.061644	Second Chance Club House	135 SW Buchanan Street		Topeka		KS	66606-1127	US	4	20:00:00	NULL
DATA	13695	CO_US_Place	1/2/70 0:00	0	0	Spiritual Connection Group	NULL	NULL	-95.679742	39.049549	First Presbyterian Church	817 SW Harrison Street		Topeka		KS	66612-1607	US	4	20:00:00	NULL
DATA	13696	CO_Place	1/2/70 0:00	0	0	Clean & Crazy Group	NULL	NULL	-95.4748104	37.6809236		1601 West 1st Street		Chanute		KS	66720-1924	US	4	20:00:00	NULL
DATA	13697	CO_Place	1/2/70 0:00	0	0	Pioneer Group	NULL	NULL	-96.19317	38.403954		882 West 5th Avenue		Emporia		KS	66801-4206	US	4	20:00:00	NULL
DATA	13698	CO_US_Place	1/2/70 0:00	0	0	Freebirds Group	NULL	NULL	-95.7162725	37.2231006	Independence	121 South 14th Street		Independence		KS	67301-3403	US	4	20:00:00	NULL
DATA	13699	CO_US_Place	1/2/70 0:00	0	0	City Of Angels	NULL	NULL	-118.105718	34.069341	City of Angles Medical Center-Ingleside	7500 Hellman Avenue		Rosemead			91770	US	1	19:30:00	NULL
DATA	13700	CO_US_Place	1/2/70 0:00	0	0	Si Nos Recuperamos	NULL	NULL	-117.865367	33.7497305	First Methodist Church	319 East Santa Ana Boulevard		Santa Ana			92701	US	1	20:00:00	NULL
DATA	13701	CO_US_Place	1/2/70 0:00	0	0	Anonymous Meeting	NULL	NULL	-114.8689141	39.2341659	Shoshone Education Center	250 Heritage Drive		Ely		Nevada	89301	US	7	19:00:00	NULL
DATA	13702	CO_Place	1/2/70 0:00	0	0	Saturday Night Special	NULL	NULL	-120.024854	39.237974	North Tahoe Family Resource	265 Bear Street		Kings Beach		California	96413	US	7	19:00:00	NULL
DATA	13703	CO_Place	1/2/70 0:00	0	0	Ça marche	NULL	NULL	-71.2328601	46.807199	Centre communautaire Édouard-Lavergne	"390, Arago Ouest"		Québec	Capitale-Nationale	Québec	G1K 2J3	Canada	2	19:00:00	NULL
DATA	13704	CO_US_Place	1/2/70 0:00	0	0	Primary Purpose	NULL	NULL	-83.238155	42.784703	United Methodist Church	140 E Flint St.		Lake Orion		Michigan	48362	US	4	20:00:00	NULL
DATA	13705	CO_US_Place	1/2/70 0:00	0	0	Women  Do Recover	NULL	NULL	-73.902771	40.819077	Osbourne Association Building	809 Westchester Ave	Bronx	New York	Bronx	NY		US	5	17:30:00	NULL
DATA	13706	CO_US_Place	1/2/70 0:00	0	0	Just For Today	NULL	NULL	-97.18059969	31.54877037		3623 Sleeper Ave		Waco		TX	76707	US	4	18:00:00	NULL
DATA	13707	CO_US_Place	1/2/70 0:00	0	0	Stepping Stones	NULL	NULL	-84.8009261	44.0225156	The Gathering United Methodist Church	426 N. First Street		Harrison		MI	48625	US	4	20:00:00	NULL
DATA	13708	CO_US_Place	1/2/70 0:00	0	0	Réunion NA	NULL	NULL	-71.235105	48.412945		2230 de l\'Hôpital	Jonquière	Saguenay	Saguenay-Lac-Saint-Jean	Québec	G7X 4H6	Canada	2	19:00:00	NULL
DATA	13709	CO_US_Place	1/2/70 0:00	0	0	New Beginnings Group	NULL	NULL	-87.3422637	36.5324918	Immaculate Conception School Gym	1901 Madison St		Clarksville		Tn		US	1	16:00:00	NULL
DATA	13710	CO_US_Place	1/2/70 0:00	0	0	Plantation Recovery	NULL	NULL	-80.3050592	26.1229704	Plantation Central Park	9151 NW 2nd St.		Plantation		FL	33325	US	6	19:00:00	NULL
DATA	13711	CO_US_Place	1/2/70 0:00	0	0	New Path	NULL	NULL	-80.2023707	26.1551358	The Pride Center	2040 N. Dixie Hwy		Wilton Manors		Florida	33305	US	6	19:00:00	NULL
DATA	13712	CO_US_Place	1/2/70 0:00	0	0	Morning Miracles	NULL	NULL	-80.1115596	26.6656545	The Miracles Club	770 S Military Trail Suite K		West Palm Beach		FL	33415	US	2	7:00:00	NULL
